ID	STRING
10310	士兵：日夜操练，我真想好好睡上一觉啊！
10311	士兵：听说前方战事很紧，死了好多人呢！
10312	士兵：听说这次是金国皇帝亲自出征，看来有一场大战要打了！
10313	士兵：我刚刚收到家里的来信，说我妻子产下了一个男婴。我这个做爹的，不知还有没有机会见他一面。
10314	士兵：倘若我战死沙场，我那年迈的爹娘怎么办？
10315	士兵：以前我曾跟着岳元帅打过金人，现在二度出征，只可惜岳元帅已经不在了。
10316	士兵：我家里很穷，爹娘为了不让我饿死，就把我送到军队里来啦。
10317	士兵：金人侵我河山，欺我父老，这次要让他们知道强盗的下场是什么！
10318	士兵：朝廷的军饷总是不足，吃不饱肚子，叫我们怎么打仗！
10319	士兵：吴将军已经几天几夜没有好好休息了，为了这场大战，他的头发都愁白了。
10320	士兵：听说这次金人的军队有几十万人马，而我们只有几万人，这场仗怎么打?
10321	士兵：我是南方人，不适应这北方的气候，又干又冷！
10322	士兵：老子这次要杀得金狗哭爹喊娘，屁滚尿流！
10323	士兵：我现在就盼着时机一到，上场杀敌！
10324	士兵：青海长云暗雪山，孤城遥望玉门关。黄沙百战穿金甲，不破楼兰终不还！
10325	士兵：金兵人数虽多，但他们是无义之师，我们一定可以打败他们的。
10326	士兵：“壮志饥餐胡虏肉，笑谈渴饮匈奴血。待从头、收拾旧山河，朝天阙。”，我们要打赢这场仗，以慰岳元帅在天之灵！　
10327	士兵：这场仗只能赢，不能输，否则金人一路南下，京城就危殆了！
10328	士兵：我们大宋儿郎都是不怕死的，就算是死，也要死得重于泰山！
10329	士兵：我不是怕死，我是舍不得家中的妻儿啊，我死了，她们怎么办？
10330	统领：沙场交战，不似寻常比武。一个人置身于千军万马之中，即使武功再高，也是没有用的。
10331	营门守卫：将军有令，要谨防金国奸细！
10332	营门守卫：营房重地，不得随便走动！
10333	剑阁<——>伏牛山
10334	伏牛山<——>汴京
10335	一柄残破生锈的铁剑。
10336	一千两银子。
10337	一条金腰带。
10338	唐一尘：你是新加入的弟子吗？
10339	唐一尘：怎样才能让我爹和姑母兄妹团圆呢？
10340	唐一尘：多谢你化解了我爹和姑母的恩怨！
10341	唐一尘：别忘了有空回来看看我们。
10342	唐一尘：我有一个姑母，叫做唐幽，是我爹唯一的妹妹，当年因为违背门规，嫁给了外面的人，被祖父赶出家门，二十年不曾相见。我知道爹虽然口中不说，但是他十分想念这个妹妹。
10343	那掌门为什么不接她回唐门，一家人团圆呢？
10344	唐一尘：唐门家规甚严，爹也不敢违抗祖父当年的决定。你有什么办法让我爹和姑母兄妹团圆吗？
10345	唐一尘：姑丈死后，姑母一直住在后山的无心谷里。
10346	大师兄，你知道昨天有谁去过暗器房吗？
10347	唐一尘：昨天晚上好像三师弟唐禾和五师弟唐元去过。
10348	不知他们此刻在哪里？
10349	唐一尘：五师弟刚才匆匆忙忙去江津村探望他生病的舅舅，三师弟也出去了，说是到青城山有点事。
10350	唐野：我唐某人一生我行我素，只有一件事，直到今天仍然令老夫耿耿于怀——唉！
10351	唐野：耿兄，唐某并非见死不救，实在是门规难违啊！
10352	唐野：但愿这些药材能够救活耿兄的女儿，全靠你啦！
10353	唐野：你帮老夫化解了这段十年的恩怨，老夫交了你这个朋友！哈哈哈哈！
10354	唐野：有空别忘了回来被老夫喝杯酒。
10355	唐野：我唐某人一生我行我素，只有一件事直到今天仍然令老夫耿耿于怀。
10356	老夫曾有一个莫逆之交叫耿子奇，十年前，耿子奇的妻子得了怪病，来求我医治，但是本门早有门规，非唐门中人，一律不得医治。
10357	限于门规，不论耿子奇怎么哀求，老夫坚持不肯出手相救，结果他的妻子不久后因病去世，我二人从此反目成仇。
10358	前几日老夫收到了耿子奇的一封信，约老夫见面叙旧，我知道他是来找我报仇的，我欠他一条命，还给他本来也没有什么，只是老夫实在是无脸见故友啊！
10359	师叔，此事原怪不得你，你应该向他解释清楚原因，让他明白你当年的难处。
10360	唐野：他一心恨我见死不救，哪里听得进我的解释。
10361	唐野：他住在青城山。
10362	唐野师叔，耿前辈的女儿得了和母亲同样的怪病，性命危在旦夕，如果你能够救活他的女儿，他一定不会再怪你的。
10363	唐野：可是门规……
10364	师叔，你放心，我已经想出了一个好办法，你不必破坏门规也可以救人，只要你把药方告诉我，我再把药方找来给耿前辈不就可以了吗？而且我是唐门弟子，把药方告诉我，也不算泄漏本门秘密。
10365	唐野：事到如今，也只有如此了，治疗怪病需要五种毒物：蟾蜍的皮，毒蛇的胆、罂粟的壳、毒蝎的尾、僵蚕的头。以毒攻毒，方能治愈。这五种毒物在青城山东北比较多，你可以去那里找找。
10366	唐野师叔，你开的药方果然有效，耿前辈的女儿有救了！他已不再怪你。
10367	唐野：真的吗？太好了！不过他的女儿可不是我救的，而是你救的，你明白我的意思吗？
10368	明白！这事和师叔无关，是我做的！
10369	唐野：你果然机灵，老夫没看错你，哈哈哈哈！
10370	唐鹤：本门虽然以暗器名闻江湖，但是论到武功，也决不会逊于其它门派。
10371	唐鹤：谁要是能找回魔雨针，本座重重有赏！
10372	唐鹤：你真有本事，能帮本堂找回魔雨针，只要你好自为之，将来一定前途无量。
10373	唐鹤：本门虽然以暗器名闻江湖，但是论到武功，也决不会逊于其它门派。
10374	唐鹤：昨日本座弟子在成都府办事的时候，不小心被扒手偷走了本门的独门暗器魔雨针，这件事让掌门大发雷霆，谁要是能帮本座找回魔雨针，本座重重有赏！
10375	唐鹤：你果然有些本事，能帮本座找回魔雨针，好！
10376	唐幽：你既然见到了'擅入者死'四个字，为什么还敢停留？难道天下有不怕死的人吗？
10377	天下没有不怕死的人，但是亲人生而不能相见，岂不是比死更难过？
10378	唐幽：你到底是什么人！
10379	晚辈是唐门弟子，专程来请师姑回唐门，与掌门兄妹团聚！
10380	唐幽：我没有什么兄长！我的亲人都死光了！当年我被赶出家门的时候，可没有一个兄长为我说过好话！那时我就发誓，今生绝不再踏进唐门半步！
10381	如果师姑真的对唐门没有半点留恋的话，又为什么要在这竹海后山隐居呢？
10382	唐幽：……
10383	师姑，这么多年来，掌门一直十分懊悔当年没有阻止师祖将您赶出家门，您为什么不给他一次补偿的机会呢？何况兄妹乃是骨肉至亲，何必因为一时意气，而弄得抱憾终生呢？
10384	唐幽：你不必再罗嗦！好，我就给他一次机会，免得说我冷酷无情。当年我离开家门时，一气之下将出生时爹送给我的金项圈扔进了翡翠湖，你如果能给我找回金项圈，我就和你回去！
10385	师姑，弟子已经在翡翠湖找到了金项圈，师姑愿意跟弟子回去了吗？
10386	唐幽：……你把金项圈交给我大哥，他见到项圈就知道我已经原谅他了。
10387	唐幽：找到金项圈了吗？
10388	唐家堡
10389	蜀南竹海
10390	无心谷——擅入者死！
10391	通往成都
10392	唐门弟子：拿到了白色竹杖再来找我。
10393	唐门弟子：你拿齐了三柄竹杖吗？
10394	唐门弟子：答对我的三卦，就可以得到紫色竹杖。第一卦是“正南与正东”：
10395	唐门弟子：第一卦就答错了。
10396	唐门弟子：对了，听好，第二卦是“东南与正北”：
10397	唐门弟子：不对不对。
10398	唐门弟子：不错，最后一卦是“西北与西南”：
10399	唐门弟子：错了。
10400	唐门弟子：三卦你全都答对了，这是你要的紫色竹杖。
10401	唐门弟子：拿到了青色竹杖再来找我。
10402	唐门弟子：不是已经给你白色竹杖了吗？
10403	唐门弟子：九宫阵有九个格子，倘若每个格子填上适当的数字，就能够使填充后不论纵横斜角，每三个数字相加都是十五，你知道怎么填吗？第一行：
10404	唐门弟子：不对。
10405	唐门弟子：答对了，那第二行呢？
10406	唐门弟子：不对。
10407	唐门弟子：不错，那最后一行该怎么填：
10408	唐门弟子：不对。
10409	唐门弟子：很好，你全都答对了！
10410	唐门弟子：你必须通过竹海三关才能成为本门弟子。
10411	唐门弟子：本门以暗器和陷阱独步天下，江湖人谁也不敢小觑了咱们！
10412	唐门弟子：日后行走江湖，可不要堕了本门的威风！
10413	唐门弟子：你已经顺利通关！
10414	唐门弟子：只有找到青白紫三柄竹杖后出关，才能加入本门。如果你现在退出，下次再进入竹海三关就必须重新开始，你真的要放弃吗？
10415	唐门弟子：本门以暗器和陷阱独步天下，江湖人谁也不敢小觑了咱们！
10416	唐门弟子：日后行走江湖，可不要堕了本门的威风！
10417	唐门弟子：要想加入本门，必须闯过竹海三关，你要闯关吗？
10418	唐门弟子：你不属于木系，不能加入本门。
10419	唐门弟子：你已加入别的门派，难道想混进来做奸细吗？！
10420	正东为雷
10421	正南为火
10422	正西为沼
10423	正北为水
10424	东南为风
10425	东北为山
10426	西南为地
10427	西北为天
10428	二四为肩
10429	六八为足
10430	左三右七
10431	戴九履一
10432	五居中央
10433	唐不染：这祭祖厅是本门拜祭列祖列宗的地方，寻常人等不得擅入！
10434	唐不染：唐云师叔真可怜。
10435	唐不染：你能帮唐云师叔洗脱冤屈，看来我要对你刮目相看了！
10436	唐不染：我一直想出去走走，但是爹老是不同意。
10437	唐不染：唐云师叔真可怜，两年前，一伙来历不明的人绑架了他的独生子小川，要挟他交出本门秘笈《火器谱》。
10438	师叔不敢违背门规，结果第二天那伙人就送来了小川的手臂，师叔只有这么一个儿子，肝胆俱裂之下不得已交出了《火器谱》。可是没想到换来的却是小川的尸首，师叔伤痛欲绝，发誓一定要手刃仇敌。
10439	但是由于唐元师叔泄漏了唐门秘笈，必须接受门规处罚，所以他终生不能再离开唐门半步，此仇此恨恐怕今生都报不了了！
10440	那伙绑匪是什么来路？
10441	唐不染：好像和青城山有什么关系。师叔曾经说过，不管是谁，只要能帮他报杀子之仇，夺回《火器谱》，他会倾尽所有报答这个人。
10442	唐不染：那伙绑匪好像和青城山有什么关系
10443	唐云：小川，我可怜的孩子……此仇此恨，一天不报，我死不瞑目！
10444	唐云：你帮我报此大仇，你说，你要什么，我全都给你。
10445	唐云：江湖险诈，你孤身一人行走江湖，要多加小心！
10446	唐云师叔，我已经找到那些绑匪，替你报了仇，这是夺回的《火器谱》，只要你把它交给掌门，就不会再受责罚了。
10447	唐云：呜呜呜……我总算等到这一天了，你说，你要什么，我全都给你。
10448	唐云：小川，我可怜的孩子……此仇此恨，一天不报，我死不瞑目！
10449	唐仇：世人都把我唐门看成龙潭虎穴，把我唐仇看成喜怒无常的魔头，哼！又有什么关系！总比那些自诩名门正派的沽名钓誉之徒好上千倍万倍！
10450	唐仇：本门技艺从不外传，倘若门下弟子有人敢泄漏绝技，必按门规处置，绝不轻饶！
10451	唐仇：不知幽妹妹过得可好？唉！直到今天，她仍然不肯原谅我这个哥哥……
10452	唐仇：你帮为师解开了这辈子最大的心结，为师绝不会亏待你。
10453	唐仇：只要你能够在竹丝洞中取回一把“七星绝命剑”，就算通过出师考验了。
10454	唐仇：你出师后要好自为之，不可让人小瞧了本门的功夫！
10455	唐仇：这不是幽妹妹的金项圈吗？怎么、怎么会在你这里？
10456	这是师姑叫我交给掌门的，她已经原谅掌门了。
10457	唐仇：幽妹妹她真的原谅我了？她真的愿意回家了？是你说服她的吗？
10458	这件事是大师兄安排的，弟子并没有做什么。
10459	唐仇：不管怎么说，你帮为师解开了这辈子最大的心结，功劳不小，为师绝不会亏待你。
10460	唐仇：不知幽妹妹这些年过得怎样？唉！直到今天，她仍然不肯原谅我这个哥哥……
10461	唐仇：你在本门学艺多时，为师要考一考你，东面竹林深处有一个竹丝洞，如果你能够在竹丝洞中取得一把“七星绝命剑”，就可以顺利出师了。
10462	掌门，我在竹丝洞里之找到了这把破剑，它不会就是传说中的七星绝命剑吧？
10463	唐仇：不错，这正是七星绝命剑！别看它残破，它的价值就在于你对它的取舍。你放弃金钱和宝藏而选择它，说明你在面对诱惑的时候，仍能保持对本门的忠诚，很好！很好！你已经通过考验，可以顺利出师了！
10464	唐仇：只要你能够在竹丝洞中取回一把“七星绝命剑”，就算通过出师考验了。
10465	唐仇：我要的七星绝命剑呢？
10466	……
10467	唐仇：你如此经不起金银财宝的诱惑，我怎么放心让你出师呢？说不定有一天你会为了更大的利益，而背叛本门！
10468	唐闲：天下的暗器功夫，如果老夫认了第二，没人敢认第一，你服不服气？
10469	唐闲：秘笈被盗，非同小可，不仅老夫脱不了干系，还可能牵连许多无辜的人。
10470	唐闲：幸亏你消解了这场弥天大祸，否则后果不堪设想！
10471	唐闲：江湖上，明枪易躲，暗箭难防；你要切记：逢人且说三分话，未可全抛一片心。
10472	唐闲：这可如何是好！
10473	唐闲师叔，发生了什么事？
10474	唐闲：你有所不知，本堂著有《暗器谱》一部，分为上下两册，上面详细记载了本门所有暗器的制法和用法，乃是本门绝不外传的秘笈。
10475	唐闲：此秘笈由我保管，为安全起见，我将上下两册分放在两个铁盒里，可是今天我却发现铁盒中的上册被人调换成一本无字天书。秘笈遗失，这可是非同小可的事啊！
10476	唐闲：本门防备森严，外人根本不知秘笈藏在何处，就算想偷也无从下手，因此能够神不知鬼不觉偷走秘笈的人，一定是有机会接近秘笈的人。
10477	唐闲：我怀疑有内奸，可是这件事牵连太大，如果告诉掌门，一定会掀起悍然大波，我只希望尽快找出偷秘笈的人，将这件事悄悄的掩盖过去。
10478	秘笈是什么时候不见的？
10479	唐闲：根据推断，秘笈应该是昨天被盗走的。
10480	我去找其他人打听打听，说不定会有什么线索。
10481	唐闲师叔，原来偷《暗器谱》的人是三师兄唐禾，我已经把秘笈夺回来，你看是不是真的？
10482	唐闲：不错，这就是那本遗失的《暗器谱》，你为本堂消解了一场弥天大祸，真是功劳不小啊！
10483	唐闲：秘笈被盗，非同小可，不仅老夫脱不了干系，还可能牵连许多无辜的人。
10484	唐禾：哼！反正我已身败名裂，打败了我，你也休想得到《暗器谱》！我把它藏在这山洞里，你一辈子也休想找到！
10485	高人：想要曲谱，拿徽宗名作《芙蓉锦鸡图》来换，此画现落在成都府太平镖局手里，有本事你就拿来。
10486	高人：有什么事，先打败我养的灵兽再说。
10487	高人：想要曲谱，拿徽宗名作《芙蓉锦鸡图》来换。
10488	这是你要的《芙蓉锦鸡图》。
10489	高人：这真的是徽宗的真迹，哈哈哈，我朝思暮想，终于得到啦！
10490	现在你可以把《百鸟朝凤》的曲谱给我了吧？
10491	高人：这……
10492	你是前辈高人，可不能言而无信，否则会被天下人耻笑的。
10493	高人：……我又没说不给，这就是曲谱，你拿去吧！
10494	通往成都
10495	耿子奇：我毕生最大的恨事，就是我最好的朋友竟然是一个无情无义之辈！
10496	耿子奇：你真的有办法救我女儿吗？
10497	耿子奇：我误会了你师叔，实在惭愧啊。
10498	耿子奇：没有你，我的女儿肯定活不了，你真是我们父女的大恩人！
10499	晚辈唐门弟子，见过耿子奇大侠！
10500	耿子奇：唐野是你什么人？
10501	是晚辈师叔。
10502	耿子奇：哼！他是没脸来见我，还是不敢来见我？派你这个小辈来做什么？
10503	前辈误会了，当年师叔不是见死不救，而是因为本门立有门规，不得为外人治病，所以他实在情非得已，这些年他也一直十分愧疚。
10504	耿子奇：这些缘由他为什么不亲自来向我解释？
10505	前辈对师叔误会甚深，恐怕一见面还等不及开口，就……
10506	耿子奇：其实我就是杀了他又有什么用？我妻子再也活不过来了，本来我已了无生趣，只是为了年幼的女儿才苟活至今，想不到连我唯一的女儿也得上了同样的怪病，如果连女儿也没有了，我、我活下去还有什么意思！
10507	前辈，你别着急，你女儿一定会有救的。
10508	耿子奇：能有什么办法？你师叔是天下第一的神医，他不能出手相救，还有谁能救得了我女儿？
10509	我自有办法，我这就去找师叔。
10510	耿子奇：不管你是谁，有什么事先打败了我的五只家畜再说！
10511	前辈，这五种就是治疗怪病的药材，师叔说只要吃三次就可以痊愈了。
10512	耿子奇：太好了！我女儿有救了！谢谢你！谢谢你！多谢谢你师叔，是我误会了他！
10513	耿子奇：你真的有办法救我女儿吗？
10514	绑匪头目：哼！就算打败了我，你也别想轻易得到《火器谱》。它被我藏在了一个宝箱里，开启宝箱的钥匙就在这个山洞中，你有本事就慢慢找吧！
10515	峨嵋弟子：天下女子所创的门派中，以本派为第一。
10516	本派弟子均为女子，不仅武功高强，而且多才多艺，琴棋书画无所不精。
10517	有人说江湖是男人的世界，但是本派却能够与少林武当鼎立，因此武林中人无不敬本门弟子三分。
10518	本派只收女弟子。
10519	峨嵋弟子：你想加入本派吗？
10520	峨嵋弟子：你不属于水系，不能加入本派。
10521	峨嵋弟子：只有不属于任何门派的人，才能加入本派。
10522	峨嵋弟子：本门只收女弟子。
10523	欢迎你加入峨嵋派！
10524	峨嵋弟子：你等级不够，切勿操之过急。修练到十级之后再来找我吧！
10525	酒楼老板：这家店是从我爷爷手里传下来的，村里的乡亲们空闲的时候都喜欢到我这里来坐坐，喝杯酒解解乏。
10526	船夫：对不起，新手不能坐船出村。
10527	船夫：没银子可哪里也去不了！
10528	唐门弟子：本门雄踞川蜀，凭借暗器和火器独步武林，饮誉江湖达数百年之久。
10529	江湖中人谈本门而色变，可见本门的厉害！
10530	什么武林正道、民族大义，全都是狗屁！咱们只按照自己的牌理出牌，既不愿与那些所谓的名门正派结交，也不屑与邪魔歪道为伍。
10531	想加入本门可不是一件容易的事，存心不良的人咱们可不要！
10532	唐门弟子：想加入本门吗？
10533	唐门弟子：你不属于木系，不能加入本门。
10534	唐门弟子：只有不属于任何门派的人，才能加入本门。
10535	欢迎你加入唐门！
10536	唐门弟子：你等级不够，还是等修练到十级之后再来找我吧！
10537	天忍教徒：本教信奉大金国的国教萨满教，教主乃是国师完颜宏烈，他性情狂傲，智谋过人，就连大金皇帝对他也礼让三分。
10538	本教高手无数，招募了大批金宋两国的高手，可谓藏龙卧虎。
10539	天忍教徒：想加入本教吗？
10540	天忍教徒：你不属于火系，不能加入本门。
10541	天忍教徒：只有不属于任何门派的人，才能加入本教。
10542	欢迎你加入天忍教！
10543	天忍教徒：本教弟子都是精英之辈，像你这样的新手，本教是不收的。
10544	天王帮众：本帮帮主杨瑛在江湖上赫赫有名，别看她是个女子，但是武艺高强，胆识过人，不让须眉，帮里的兄弟们都服她！
10545	本帮帮众遍布两湖，人多势大，天下无人敢小觑咱们！
10546	本帮既抗金兵、也反宋廷，兄弟们都是贫苦百姓出身，闯荡江湖也只是为了有条活路。哪个皇帝坐江山，跟咱们可没什么关系！
10547	天王帮众：你想加入本帮吗？
10548	天王帮众：以你的资质和根骨不适合修练本门武功，我们不想误人子弟，你还是另投明师吧！
10549	天王帮众：只有不属于任何门派的人，才能加入本帮。
10550	天王帮众：本帮帮众都是些粗豪大汉，像你这样娇滴滴的姑娘可不适合本帮。
10551	欢迎你加入天王帮！
10552	天王帮众：学武之道，欲速则不达。你等级不够，等修练到十级之后再来找我吧！
10553	铁匠大哥，你能不能帮我把这两半铜镜重新复原在一起？
10554	铁匠：要是换了别人，想复原一面铜镜是难于登天，可是我却有一种祖传的手艺，专门用来修补铜镜，你算是找对人了，只不过……
10555	你要多少钱才肯修复铜镜？
10556	铁匠：只要你能帮我找到一种叫做亮银矿的珍稀矿石，我就帮你修补好这个铜镜，而且分文不取。
10557	铁匠：找到亮银矿了吗？
10558	铁匠大哥，这是你要的亮银矿。
10559	铁匠：好，我帮你把铜镜修补好吧。
10560	铁匠：我铺里的兵刃全都是精铁打就，而且价格公道，大侠行走江湖、行侠仗义，没个称手的兵刃怎么行？买一把吧？
10561	武当弟子：天下武学，北宗少林，南崇武当，你想必听说过吧？
10562	本派武功讲究以静制动，以柔克刚，以短胜长，以慢击快、以意运气，以气运身，后发制人。冲虚恬淡，以无为胜有为，以无形胜有形，方是武学最高的境界。
10563	本派武功有“五不传”，即柔骨质脆、心险、好斗、狂酒、轻露者，不传。
10564	武当弟子：想加入本门吗？
10565	武当弟子：你不属于土系，不能加入本派。
10566	武当弟子：只有不属于任何门派的人，才能加入本派。
10567	欢迎你加入武当派！
10568	武当弟子：学武之道，欲速则不达。你初入江湖，还是先好好历练历练吧！
10569	药店老板：人吃五谷杂粮，谁没个头疼脑热？我这店虽小，可是绝对少不了！你要买点什么药？
10570	杂货店老板：小店的货齐全着呢，你想买点什么？先看看吧！
10571	车夫：要坐车去哪儿？
10572	车夫：对不起，新手不能坐车出村。
10573	车夫：没得钱坐啥子车！
10574	唐元舅舅：我无儿无女，只有一个外甥，在唐门学艺。
10575	唐元舅舅：咳咳咳，咳咳咳……我这个外甥真贴心啊，我一病，他立刻就来看我了。
10576	唐元：我父母早逝，是舅舅把我养大的，他是我最亲的人。
10577	唐元：找我有什么急事吗？
10578	五师兄，昨晚你有去过暗器房吗？
10579	唐元：有啊，我是去做清洁的，打扫完就离开了。
10580	你有见到三师兄吗？
10581	唐元：说来奇怪，我昨晚在暗器房的后面看见一个人很像三师兄，我叫了他一声，哪知他急匆匆就走了，我还以为我认错了人呢！
10582	吴老爹：我和老太婆的身体都不好，闺女为了照顾我们，到现在还没有找婆家，我们做爹娘的真是对不住她呀！好在药店的老板是个大好人，看病抓药都没要我们一个铜板，你要是染了风寒什么的也可以去找找他，就从这里往西走，没几步就到了，他那里的药很便宜的，放心了，我老头子可不会骗你。
10583	吴老太：我虽然没有儿子，可是养了个孝顺的好闺女，街坊都说我老婆子有福气。
10584	虎子：怎么还不下雪呀？下了雪我就可以堆雪人、打雪仗，多带劲儿啊！哎，不知道铁匠大叔答应送我的匕首打好了没有，大叔的手艺真的很好啊，他的名剑铁铺远近闻名，打出来的武器特别好呢。
10585	天天：虎子哥老是欺负我，我要告诉他娘去！
10586	虎子爹：我家那口子什么都好，就是喜欢给人作媒。
10587	虎子娘：红梅真是个孝顺的姑娘啊，谁娶了她就算有福气，这么好的姑娘，我一定得帮她找个好婆家！
10588	郭勇：其实我一直都很喜欢红梅，只是不好意思开口，如果她能明白我的心意该有多好呢……河边的杂货店老板那儿有新进的头饰，不如给红梅买一个发簪，她一定会喜欢的。
10589	吴红梅：我娘想吃蒜泥白肉，可是卖肉的好像没出来，这可如何是好？
10590	天天娘：我男人在外做生意，常年不在家，哎，我真是担心啊！这做生意的，都是低买高卖的，不过，在一个地方买的东西，在当地再卖出去就一定会亏，所以他才这么整天在外头奔波，可真难为他了。
10591	小广场
10592	小广场
10593	江津村码头
10594	通往成都
10595	通往成都
10596	苏词馨：不知那位藏有曲谱的高人到底隐居在青城山何处呢？
10597	苏词馨：秦师姐见到曲谱后开心极了，这都多亏你帮忙啊！
10598	苏词馨：小师妹，以后行走江湖有了什么难处，别忘了回来找我们啊。
10599	苏词馨：在众多师姐妹中，我和秦师姐的感情最好，她快要过生日了，我想送她一份礼物。
10600	秦师姐精于音律，她一直想得到曲中极品《百鸟朝凤》的曲谱，我四处寻访打听，得知青城山中有一位隐居的高人藏有这份曲谱，但是找了很久都没有找到他。
10601	秦师姐的生日就快到了，怎么办呢？
10602	苏词馨：你愿意帮我去寻访那位高人吗？
10603	苏词馨：太好了！
10604	苏词馨：不知那位藏有曲谱的高人到底隐居在青城山何处呢？
10605	苏词馨：《百鸟朝凤》曲谱！太好了！秦师姐见到一定会很开心的，谢谢你，小师妹！
10606	清晓师太：我峨嵋一派，传至今日，已有百年，弟子众多，广结善缘，不论是否拜入门墙，上得山来，皆是有缘人。
10607	清晓师太：我佛慈悲！既入我门，需谨守门规。望你好生学艺，不要辜负了为师的期望！
10608	清晓师太：《金刚经》送到了吗？
10609	清晓师太：烟玉指环乃是镇派之宝，流落在外，实非善策。
10610	清晓师太：你已出师，日后行走江湖，务必洁身自爱，切记切记！
10611	清晓师太：为师与成都信相寺的住持慈海大师是方内知交，信相寺创建于隋炀帝大业年间，距今已五百五十五年。
10612	为了庆祝信相寺创寺的大好日子，为师准备送给信相寺一件佛门至宝《金线绣像金刚经》作为贺礼。
10613	清晓师太：你愿意帮我去送这份贺礼吗？
10614	清晓师太：这件事情你办得很好，你天资聪颖，只要继续努力，将来一定会学有所成。
10615	清晓师太：你这次能够成功为本派夺回镇派之宝，功劳不小，凭你的智慧和能力，已经可以顺利出师了，日后行走江湖，务必洁身自爱，切记切记！
10616	清晓师太：我峨嵋一派，传至今日，已有百年，弟子众多，广结善缘，不论是否拜入门墙，上得山来，皆是有缘人。
10617	清晓师太：我佛慈悲，既然你一心至诚，贫尼就收你为徒，希望你好生学艺，谨守门规，不要辜负了为师的期望。
10618	清晓师太：掌门信物烟玉指环，乃是本派祖师传下来的镇派之宝。可是在几十年前，本派出了一个叛徒清和，她是为师的师姐，因为对为师接任掌门不满，所以盗走了烟玉指环。听说最近她在长江源头附近现身，你愿意帮本派夺回烟玉指环吗？
10619	妙隐：佛祖，弟子有罪，请佛祖责罚弟子，不要去降罪于他……
10620	妙隐：师妹，我真不知该怎么谢你！
10621	妙隐：师妹，你就要下山了吗？多多保重。
10622	妙隐：佛祖，弟子有罪，请佛祖责罚弟子，不要去降罪于他……
10623	师姐，看你面带愁容，有什么事吗？
10624	妙隐：说来话长--我出家为尼之前，原本有一个幸福美满的家庭，不料宋金打仗，我相公被当作壮丁拉到了前线，一去数年，了无音讯。
10625	妙隐：后来听说他死在了沙场上，我伤心欲绝，削发为尼，原打算就此度过残生，谁曾想到，我相公他竟没有死！
10626	妙隐：他回来后苦苦哀求我还俗，可是我曾发誓此生皈依佛门，怎能因为贪恋红尘而违背在佛祖面前许下的誓言？我、我真是有罪！
10627	师姐，你不必自责，要怪就怪世事难料，造化弄人。
10628	妙隐：如果我不还俗，相公就不肯离开峨嵋，他说要日日站在山下等我，直至我回心转意。这可如何是好？我真是心乱如麻！
10629	师姐，你的心意究竟如何？你还爱他吗？
10630	妙隐：如果今生情缘注定如此，我又怎敢强求？当年他从军时，曾把一面铜镜分成两半，说是作为日后相聚时的印证，难道破镜还能重圆吗？
10631	破镜未必不能重圆，师姐，你把那半边铜镜给我，我到江津村里找铁匠试试，看看有什么办法。
10632	妙隐：真能行吗？好吧，另外一半铜镜在我相公那儿，他就在山脚下的树林里。
10633	妙隐：佛祖，弟子有罪，请佛祖责罚弟子，不要去降罪于他……
10634	妙隐师姐，瞧，铜镜已经修好了！破镜都能重圆，更何况相爱的人呢？如果佛祖知道你们的真情，一定不会怪你的！
10635	妙隐：谢谢你，师妹！请你帮我把这个修补好的铜镜交给相公，如果他愿意等我三年，三年后，我一定回到他的身边，但是在这三年里，我要潜心修行，以祈求佛祖的谅解。
10636	妙隐师姐，铜镜我已经交给你相公了，他说会永远等着你。
10637	妙隐：师妹，我真不知该怎么谢你！
10638	妙如：你要多加小心！
10639	妙如：武学与佛理，同样需要参透，世上之事，只要用心，便能有所成就。
10640	妙如：你能够深入虎穴，收伏猛虎，真不愧为我峨嵋弟子。
10641	妙如：以你的慧根，将来必有一番成就，到时可别忘了我们这些师姐啊。
10642	妙如：最近后山常有猛虎出没，伤害了不少上山进香的百姓，我们身为佛门子弟，怎能眼看猛虎伤人而置之不理呢？你愿意去收伏这些恶虎吗？
10643	妙如：好，你要多加小心！
10644	妙如：你能够深入虎穴，收伏猛虎，真不愧为我峨嵋弟子。
10645	峨嵋派
10646	清音亭
10647	迎客石
10648	半山坡
10649	钻天坡
10650	前往长江源头
10651	通往成都府
10652	通往成都
10653	通往长江源头
10654	妙隐相公：我们夫妻什么时候才能够团聚呢？
10655	妙隐相公：拜托你了！
10656	妙隐相公：别说三年，就是三十年，我也会等下去的！
10657	妙隐师姐已经把你们的事情告诉我了，我会想办法帮助你们破镜重圆，你能把另一半镜子给我吗？
10658	妙隐相公：那就拜托你了！
10659	妙隐相公：拜托你了！
10660	大哥，这面修补好的铜镜是妙隐师姐托我交给你的，她要我问你愿不愿意等她三年，三年后她就会回到你的身边。
10661	妙隐相公：别说三年，就是三十年，我也会等下去的！
10662	穆云慈：火狐最爱吃鸡腿，你得用鸡腿引它回来，否则它不会随便和陌生人走的。
10663	穆云慈：火狐呀火狐，你跑到哪里去了？快点出来吧！
10664	穆云慈：小师妹，谢谢你帮我找回火狐！
10665	穆云慈：小师妹，你要下山了吗？我和火狐都会想你的。
10666	穆云慈：我养的小火狐不见了，真急死我了，你能帮我找找吗？
